ObjectId,Country Name,Unit,Change ,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
214,United States,Degree Celsius,Surface Temperature Change,-0.029,-0.415,-0.251,-0.015,0.079,-0.393,-0.13,0.394,0.039,-0.298,0.413,0.871,-0.34,0.533,-0.229,-0.027,0.578,0.904,0.463,0.319,0.665,0.52,0.387,0.002,0.461,0.626,-0.011,0.39,1.264,0.749,0.992,0.78,0.946,0.987,0.86,1.149,1.023,1.141,0.21,0.396,0.69,0.534,1.445,0.613,0.5,1.525,2.219,1.43,1.273,1.032,1.325,1.166
